seq,id_tipo_contato,id_pessoa,valor,principal
316,3,159,joanafarias@example.net,True
317,2,159,+55 11 3374 9903,False
318,3,160,diogooliveira@example.org,True
319,2,160,0500-968-9629,False
320,3,161,amanda40@example.net,True
321,2,161,11 0021-4075,False
322,3,162,costelabrenda@example.net,True
323,2,162,+55 (084) 7488 3453,False
324,3,163,samuel45@example.net,True
325,2,163,+55 61 9772-0265,False
326,3,164,aviana@example.org,True
327,2,164,+55 (021) 1304-1962,False
328,3,165,leviduarte@example.net,True
329,2,165,+55 84 8972 0634,False
330,3,166,lcardoso@example.com,True
331,2,166,+55 61 1537 0661,False
332,3,167,lfreitas@example.org,True
333,2,167,+55 84 9600-3966,False
334,3,168,franciscoferreira@example.org,True
335,2,168,0300 803 1298,False
336,3,169,juan59@example.net,True
337,2,169,(081) 5138 7600,False
338,3,170,vitoriafarias@example.org,True
339,2,170,0800-798-4604,False
340,3,171,wda-cruz@example.org,True
341,2,171,(011) 4297-6498,False
342,3,172,das-nevesarthur@example.org,True
343,2,172,(061) 8027 5061,False
344,3,173,vitor72@example.net,True
345,2,173,+55 (041) 4539 6735,False
346,3,174,diaslaura@example.net,True
347,2,174,0500-551-5896,False
348,3,175,xda-mota@example.org,True
349,2,175,+55 81 0570 3676,False
350,3,176,oliveirasamuel@example.org,True
351,2,176,(081) 1106-7460,False
352,3,177,joaopinto@example.com,True
353,2,177,(011) 0057 5610,False
354,3,178,gustavobarros@example.net,True
355,2,178,(011) 2159 3632,False
356,3,179,zmonteiro@example.org,True
357,2,179,+55 21 1535 5453,False
358,3,180,agatha64@example.net,True
359,2,180,+55 (051) 3398-1431,False
360,3,181,ana-luizamoura@example.org,True
361,2,181,(084) 1913 1621,False
362,3,182,zda-mota@example.com,True
363,2,182,31 5374-2926,False
364,3,183,bnogueira@example.org,True
365,2,183,(051) 1705 6435,False
366,3,184,marcelo23@example.com,True
367,2,184,+55 31 0430 3967,False
368,3,185,pedro-lucas49@example.com,True
369,2,185,0800 568 9334,False
370,3,186,heitor45@example.net,True
371,2,186,+55 (031) 8423 3972,False
372,3,187,silvastephany@example.com,True
373,2,187,+55 (081) 8270-9419,False
374,3,188,fernandesnicole@example.com,True
375,2,188,0500-150-2557,False
376,3,189,samuelalves@example.com,True
377,2,189,(061) 9094-6953,False
378,3,190,ana-julia41@example.com,True
379,2,190,(011) 6001 3614,False
380,3,191,fariasluiz-otavio@example.com,True
381,2,191,0800 282 9389,False
382,3,192,luccada-cunha@example.net,True
383,2,192,+55 61 5740 2078,False
384,3,193,bcardoso@example.net,True
385,2,193,+55 (081) 2343-9168,False
386,3,194,castrosofia@example.com,True
387,2,194,+55 11 4502 5426,False
388,3,195,maysa88@example.org,True
389,2,195,81 0746 8302,False
390,3,196,da-rochalucca@example.net,True
391,2,196,+55 (021) 7064 8426,False
392,3,197,caldeiragiovanna@example.org,True
393,2,197,+55 71 1164-6520,False
394,3,198,cardosoisis@example.com,True
395,2,198,71 6067-0187,False
396,3,199,tda-paz@example.org,True
397,2,199,(081) 8164-0168,False
398,3,200,fernandagomes@example.net,True
399,2,200,(021) 1889-5979,False
400,3,201,beatrizda-cruz@example.com,True
401,2,201,21 3621 9304,False
402,3,202,costajoao-vitor@example.com,True
403,2,202,(081) 6240 5308,False
404,3,203,anthonymelo@example.com,True
405,2,203,+55 11 5818 7195,False
406,3,204,ngomes@example.org,True
407,2,204,84 5311 5886,False
408,3,205,fariasmaria-fernanda@example.com,True
409,2,205,51 9818 2117,False
410,3,206,lopesisabel@example.com,True
411,2,206,(081) 4270 1877,False
412,3,207,joao-lucas00@example.net,True
413,2,207,+55 (084) 0858 6240,False
414,3,208,duarteeduarda@example.net,True
415,2,208,(081) 0530 6204,False
416,3,209,ribeiromaria-julia@example.com,True
417,2,209,0800 948 5101,False
418,3,210,luiz-fernando19@example.net,True
419,2,210,84 9616-2547,False
420,3,211,lda-luz@example.org,True
421,2,211,0900-076-6869,False
422,3,212,da-motaana-laura@example.com,True
423,2,212,+55 (021) 1577 7305,False
424,3,213,fogacakevin@example.net,True
425,2,213,(081) 1903 1440,False
426,3,214,clarice31@example.net,True
427,2,214,71 4389-1224,False
428,3,215,martinslevi@example.org,True
429,2,215,+55 (084) 9276 1390,False
430,3,216,ana-julia56@example.org,True
431,2,216,11 0948-6238,False
432,3,217,pietro32@example.org,True
433,2,217,+55 31 8539 4420,False
434,3,218,qmonteiro@example.net,True
435,2,218,(021) 1954 9201,False
436,3,219,maria32@example.com,True
437,2,219,+55 21 6009 0768,False
438,3,220,hdias@example.com,True
439,2,220,+55 (051) 4906-6404,False
440,3,221,lorenacardoso@example.net,True
441,2,221,0800 618 7936,False
442,3,222,imoura@example.com,True
443,2,222,31 2155-8347,False
444,3,223,sbarros@example.org,True
445,2,223,+55 41 3774 1056,False
446,3,224,lunaalmeida@example.org,True
447,2,224,(041) 3308 3975,False
448,3,225,salesjoao-gabriel@example.org,True
449,2,225,+55 (031) 3672 0945,False
450,3,226,joao-vitorfernandes@example.org,True
451,2,226,0500 729 8752,False
452,3,227,leonardo09@example.com,True
453,2,227,81 7006 4155,False
454,3,228,jribeiro@example.org,True
455,2,228,+55 71 1050-5988,False
456,3,229,gustavo-henriquedias@example.org,True
457,2,229,+55 81 0035-5485,False
458,3,230,hda-conceicao@example.net,True
459,2,230,+55 (021) 0887-4504,False
460,3,231,eloah28@example.org,True
461,2,231,+55 (031) 8645 5438,False
462,3,232,rodrigueslarissa@example.net,True
463,2,232,41 1603 1027,False
464,3,233,matheusbarros@example.org,True
465,2,233,+55 (051) 3720 9151,False
466,3,234,sgoncalves@example.org,True
467,2,234,+55 (011) 1417-5778,False
468,3,235,ana-luiza78@example.com,True
469,2,235,+55 81 0682 7591,False
470,3,236,alexandrepires@example.com,True
471,2,236,61 5466-0693,False
472,3,237,stella88@example.com,True
473,2,237,+55 41 8668-0140,False
474,3,238,uramos@example.com,True
475,2,238,(061) 5055-7025,False
476,3,239,danielaviana@example.org,True
477,2,239,21 2304 2563,False
478,3,240,lopesluiza@example.com,True
479,2,240,+55 61 3315 1319,False
480,3,241,maria-eduardaalves@example.net,True
481,2,241,+55 41 8657 7686,False
482,3,242,maria-juliaalves@example.org,True
483,2,242,(041) 4201 4350,False
484,3,243,moliveira@example.org,True
485,2,243,+55 (041) 6083 1001,False
486,3,244,da-cunhavitor-gabriel@example.net,True
487,2,244,+55 84 1298-3247,False
488,3,245,ybarbosa@example.com,True
489,2,245,+55 (031) 2926-3996,False
490,3,246,vmonteiro@example.com,True
491,2,246,71 2181 8635,False
492,3,247,rebecalopes@example.net,True
493,2,247,0900-763-5619,False
494,3,248,carolina57@example.com,True
495,2,248,(051) 5539-4885,False
496,3,249,isaac99@example.org,True
497,2,249,(071) 3477 8606,False
498,3,250,ecardoso@example.net,True
499,2,250,(084) 2443 7859,False
500,3,251,felipe53@example.org,True
501,2,251,+55 11 1957-5669,False
502,3,252,gsouza@example.org,True
503,2,252,+55 (031) 7912-1054,False
504,3,253,sofia65@example.org,True
505,2,253,(071) 0485 1533,False
506,3,254,ccarvalho@example.net,True
507,2,254,0800-551-0506,False
508,3,255,leonardocardoso@example.org,True
509,2,255,(011) 6354 0672,False
510,3,256,gomesrenan@example.org,True
511,2,256,+55 11 8363-9976,False
512,3,257,beatrizmartins@example.com,True
513,2,257,+55 (084) 1556-9186,False
514,3,258,da-matapaulo@example.net,True
515,2,258,(051) 0169-6148,False
516,3,259,xlopes@example.net,True
517,2,259,81 6286-9869,False
518,3,260,diego86@example.net,True
519,2,260,+55 51 9379 4220,False
520,3,261,gustavo37@example.com,True
521,2,261,+55 81 9203-0841,False
522,3,262,theosales@example.net,True
523,2,262,+55 71 7568-6900,False
524,3,263,ana-clara52@example.org,True
525,2,263,+55 84 3450 5976,False
526,3,264,salesleandro@example.net,True
527,2,264,+55 (041) 8582 2969,False
528,3,265,diogo90@example.org,True
529,2,265,+55 (081) 0325 0104,False
530,3,266,novaesmaria-julia@example.net,True
531,2,266,61 8481 5974,False
532,3,267,gabrielamartins@example.net,True
533,2,267,+55 61 4076 3117,False
534,3,268,da-pazrenan@example.org,True
535,2,268,0300-970-0354,False
536,3,269,alexandre21@example.net,True
537,2,269,+55 84 4519 1601,False
538,3,270,joao-miguel66@example.com,True
539,2,270,51 8523 4628,False
540,3,271,vcardoso@example.org,True
541,2,271,(061) 2749 2763,False
542,3,272,jcunha@example.org,True
543,2,272,+55 31 8509 7970,False
544,3,273,rodriguespedro-lucas@example.net,True
545,2,273,(031) 8837-1433,False
546,3,274,dda-paz@example.org,True
547,2,274,(051) 6003-0184,False
548,3,275,pnogueira@example.com,True
549,2,275,(041) 3139 9396,False
550,3,276,mariane46@example.net,True
551,2,276,(081) 5707-9523,False
552,3,277,davi-luccafarias@example.net,True
553,2,277,+55 (011) 1429 7493,False
554,3,278,alicia14@example.org,True
555,2,278,+55 81 6569 7851,False
556,3,279,alexandreferreira@example.net,True
557,2,279,(021) 6747 8260,False
558,3,280,dpires@example.com,True
559,2,280,61 3148-2061,False
560,3,281,eduardo85@example.org,True
561,2,281,+55 (051) 9960 3080,False
562,3,282,stephanyda-rosa@example.com,True
563,2,282,71 0139-5691,False
564,3,283,castrotheo@example.org,True
565,2,283,+55 71 5669 8713,False
566,3,284,pmonteiro@example.org,True
567,2,284,+55 51 5400 3145,False
568,3,285,ana-juliacaldeira@example.com,True
569,2,285,(084) 1390-9252,False
570,3,286,portoevelyn@example.com,True
571,2,286,41 7536 9852,False
572,3,287,biancada-cunha@example.com,True
573,2,287,+55 (071) 6813-8442,False
574,3,288,bryanmonteiro@example.org,True
575,2,288,+55 71 1570-0305,False
576,3,289,gomeslarissa@example.org,True
577,2,289,0900 813 5057,False
578,3,290,emanuella17@example.net,True
579,2,290,(051) 9159-8688,False
580,3,291,ana-luizateixeira@example.net,True
581,2,291,+55 51 2450 9600,False
582,3,292,pietro86@example.com,True
583,2,292,+55 (061) 2427-7627,False
584,3,293,oliveirapedro@example.net,True
585,2,293,+55 (084) 7561-9097,False
586,3,294,aragaodaniel@example.net,True
587,2,294,+55 41 7751-0245,False
588,3,295,ymelo@example.com,True
589,2,295,0300-138-7135,False
590,3,296,da-matacarolina@example.com,True
591,2,296,(061) 9279-2383,False
592,3,297,camposmaria-luiza@example.org,True
593,2,297,+55 (061) 3351-0057,False
594,3,298,novaesmariane@example.org,True
595,2,298,(031) 3367-8489,False
596,3,299,jfernandes@example.net,True
597,2,299,+55 41 2484-1993,False
598,3,300,wpeixoto@example.net,True
599,2,300,0900 514 1755,False
600,3,301,matheussilveira@example.com,True
601,2,301,+55 (011) 6750-0752,False
602,3,302,caue35@example.com,True
603,2,302,0300 361 5605,False
604,3,303,daniel41@example.com,True
605,2,303,41 5657 2011,False
606,3,304,carlos-eduardo53@example.com,True
607,2,304,+55 (041) 0056 8933,False
608,3,305,lda-mota@example.net,True
609,2,305,11 5839-3015,False
610,3,306,da-conceicaomariane@example.org,True
611,2,306,(041) 2356-6047,False
612,3,307,paulofogaca@example.org,True
613,2,307,71 0403-3255,False
614,3,308,gmonteiro@example.com,True
615,2,308,21 4262 9695,False
616,3,309,da-rosamarina@example.com,True
617,2,309,11 3227 0525,False
618,3,310,felipe14@example.com,True
619,2,310,71 8395-4839,False
620,3,311,lsales@example.org,True
621,2,311,(061) 6332-6471,False
622,3,312,pintovalentina@example.com,True
623,2,312,(084) 6478 2200,False
624,3,313,mendessamuel@example.com,True
625,2,313,+55 31 3938 0838,False
626,3,314,cda-mota@example.com,True
627,2,314,+55 (041) 4823 9260,False
628,3,315,emanuellada-rosa@example.net,True
629,2,315,(041) 4873 4735,False
630,3,316,aalmeida@example.org,True
631,2,316,+55 81 3505-7695,False
632,3,317,ualves@example.org,True
633,2,317,84 9920-5071,False
634,3,318,vicente11@example.net,True
635,2,318,(071) 2180-9997,False
636,3,319,evelynmelo@example.net,True
637,2,319,51 3526 9483,False
638,3,320,melissavieira@example.org,True
639,2,320,+55 41 9859-6356,False
640,3,321,miguelpeixoto@example.com,True
641,2,321,61 1589 7975,False
642,3,322,vmoraes@example.org,True
643,2,322,+55 (021) 7628-6880,False
644,3,323,leonardoporto@example.net,True
645,2,323,71 3473 0034,False
646,3,324,apinto@example.net,True
647,2,324,(061) 0661-8819,False
648,3,325,joao-lucascorreia@example.com,True
649,2,325,41 0582 7963,False
650,3,326,nunesdavi-lucas@example.com,True
651,2,326,81 5418 7806,False
652,3,327,ccarvalho@example.org,True
653,2,327,(021) 6616 3526,False
654,3,328,isabelgoncalves@example.net,True
655,2,328,(081) 6826-5547,False
656,3,329,joao-lucas72@example.net,True
657,2,329,+55 51 1656 6431,False
658,3,330,daniel50@example.net,True
659,2,330,(041) 1687 9373,False
660,3,331,kevin59@example.org,True
661,2,331,+55 11 8129 8989,False
662,3,332,isabel59@example.org,True
663,2,332,+55 51 6012 3578,False
664,3,333,ana-beatrizsouza@example.com,True
665,2,333,0300 311 0351,False
666,3,334,eloah40@example.com,True
667,2,334,84 2671-7352,False
668,3,335,teixeiralais@example.com,True
669,2,335,84 8690 5423,False
670,3,336,xbarbosa@example.com,True
671,2,336,(041) 9534-2274,False
672,3,337,gabrielabarros@example.net,True
673,2,337,(071) 4579-2413,False
674,3,338,santosluiz-otavio@example.com,True
675,2,338,61 4403 7437,False
676,3,339,aragaoisaac@example.org,True
677,2,339,+55 81 1686 4827,False
678,3,340,paulo45@example.com,True
679,2,340,(041) 9732 1742,False
680,3,341,ana-clara66@example.net,True
681,2,341,0900-833-3788,False
682,3,342,ana-beatriz55@example.org,True
683,2,342,(011) 7047-0063,False
684,3,343,slopes@example.net,True
685,2,343,41 7440-4763,False
686,3,344,lorenzoporto@example.com,True
687,2,344,61 9049 2414,False
688,3,345,emanuelly77@example.com,True
689,2,345,0300 358 4121,False
690,3,346,otaviofarias@example.com,True
691,2,346,41 9138 8540,False
692,3,347,ccavalcanti@example.org,True
693,2,347,+55 11 4588 3622,False
694,3,348,rmoraes@example.com,True
695,2,348,+55 31 1260-3199,False
696,3,349,valmeida@example.net,True
697,2,349,41 7737-0807,False
698,3,350,rochaana-luiza@example.com,True
699,2,350,+55 (081) 3833 7146,False
700,3,351,fariasfelipe@example.net,True
701,2,351,0800 977 5617,False
702,3,352,hmartins@example.net,True
703,2,352,+55 (081) 7490-7519,False
704,3,353,luccaazevedo@example.org,True
705,2,353,+55 (041) 3886-7112,False
706,3,354,rochamaria-eduarda@example.com,True
707,2,354,+55 (011) 5028-9844,False
708,3,355,qnogueira@example.org,True
709,2,355,+55 31 2781 9926,False
710,3,356,thiago02@example.com,True
711,2,356,(084) 1429-9326,False
712,3,357,marinacardoso@example.net,True
713,2,357,(051) 6485-7740,False
714,3,358,evelynda-cunha@example.com,True
715,2,358,+55 51 3929 0645,False
716,3,359,cda-paz@example.net,True
717,2,359,+55 11 4009-1355,False
718,3,360,henriquenunes@example.com,True
719,2,360,+55 (061) 2687-6790,False
720,3,361,kaique22@example.com,True
721,2,361,+55 (081) 8134 2371,False
722,3,362,alexia82@example.net,True
723,2,362,81 1163 2746,False
724,3,363,ribeiroana-julia@example.net,True
725,2,363,+55 (071) 8195 0926,False
726,3,364,rafael38@example.org,True
727,2,364,+55 (061) 3327-3262,False
728,3,365,gustavo-henriquecastro@example.org,True
729,2,365,0800 703 3544,False
730,3,366,almeidafelipe@example.net,True
731,2,366,+55 51 7053 5320,False
732,3,367,daniel78@example.com,True
733,2,367,+55 11 7674-4631,False
734,3,368,freitasgabrielly@example.com,True
735,2,368,31 3578 8675,False
736,3,369,maria-eduardasilveira@example.org,True
737,2,369,0300 157 6955,False
738,3,370,rezendebryan@example.com,True
739,2,370,+55 (021) 4118-0013,False
740,3,371,julia07@example.com,True
741,2,371,+55 (084) 6185-0058,False
742,3,372,da-costaemanuella@example.org,True
743,2,372,+55 (084) 5189 9885,False
744,3,373,nunesrodrigo@example.org,True
745,2,373,+55 11 2620-6550,False
746,3,374,luna50@example.net,True
747,2,374,21 9791-6868,False
748,3,375,yoliveira@example.org,True
749,2,375,41 9720-5422,False
750,3,376,alvesfernando@example.org,True
751,2,376,41 6726-5319,False
