"numero","data_venda","total","id_cliente","forma_pgto","nome","sexo","email","cpf"
1170,"2015-08-02",1200.0,370,"Cartão American 12 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
1180,"2015-01-23",1800.0,653,"Cartão Dinners 2 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
1190,"2015-03-11",12912.0,162,"Depósito - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
1200,"2015-11-17",45.0,888,"Cartão Dinners 4 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
1210,"2015-12-09",1350.0,249,"Cartão Master - Vencimento","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
1220,"2015-08-20",50.0,341,"Tranferência - Vista","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
1230,"2015-12-17",4010.0,571,"Pag Seguro Web - Vista","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
1240,"2015-11-25",498.0,883,"Cartão American 12 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
1250,"2015-09-07",1300.0,29,"Cartão Master 3 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
1260,"2015-08-17",85.0,192,"Cartão Visa 2 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
1270,"2015-01-15",350.0,333,"Boleto - Vista","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1280,"2015-08-22",500.0,668,"Cartão Master - Vencimento","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
1290,"2015-05-20",3331.0,386,"Cartão American 12 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
1300,"2015-04-15",11600.0,147,"Depósito - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
1310,"2015-08-03",5400.0,981,"Tranferência - Vista","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1320,"2015-09-19",24.0,473,"Cartão Master 10 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
1330,"2015-07-11",9590.0,219,"Cartão Visa 5 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
1340,"2015-11-11",6000.0,5,"Boleto - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
1350,"2015-05-19",2844.0,747,"Cartão Master 5 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1360,"2015-04-07",3099.0,763,"Cartão Visa 10 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
1370,"2015-08-18",1210.0,11,"Cartão Visa 5 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1380,"2015-08-05",4800.0,116,"Cartão Visa 5 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1390,"2015-05-24",1400.0,750,"Tranferência - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
1400,"2015-05-04",870.0,748,"Cartão Dinners 3 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
1410,"2015-11-19",4300.0,170,"Depósito - Vista","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
1420,"2015-02-04",10256.0,995,"Tranferência - Vista","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
1430,"2015-03-12",145.0,631,"Cartão Visa 10 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
1440,"2015-03-26",19700.0,313,"Cartão Master 5 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
1450,"2015-04-21",6990.0,272,"Cartão Visa - Vencimento","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
1460,"2015-07-13",38.0,590,"Cartão Dinners 3 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
1470,"2015-07-02",1902.0,474,"Cartão American 10 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
1480,"2015-09-24",160.0,336,"Boleto - Vista","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
1490,"2015-04-13",10250.0,579,"Cartão American 12 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
1500,"2015-12-20",137.0,172,"Cartão Master 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1510,"2015-03-17",2300.0,378,"Pay Pall - Vista","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1520,"2015-01-10",237.0,232,"Pay Pall - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
1530,"2015-07-03",3500.0,95,"Cartão American 12 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1540,"2015-11-02",1100.0,986,"Cartão American - Vencimento","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
1550,"2015-05-18",3300.0,797,"Pay Pall - Vista","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
1560,"2015-01-15",7920.0,474,"Cartão Visa 10 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1570,"2015-11-10",11500.0,768,"Cartão Master 10 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
1580,"2015-09-04",11340.0,208,"Cartão Dinners 2 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
1590,"2015-10-11",358.0,702,"Cartão Dinners 3 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
1600,"2015-08-26",7500.0,753,"Cartão Visa 4 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
1610,"2015-05-16",580.0,824,"Cartão American 5 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1620,"2015-10-15",89.0,397,"Pay Pall - 12 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1630,"2015-05-06",714.0,421,"Cartão Master 10 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
1640,"2015-02-25",560.0,468,"Boleto - Vista","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
1650,"2015-07-23",8486.0,511,"Cartão American 10 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
1660,"2015-05-18",3800.0,432,"Cartão Dinners 2 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
1670,"2015-07-12",37.0,594,"Cartão Visa - Vencimento","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
1680,"2015-10-24",2600.0,367,"Cartão Dinners 3 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
1690,"2015-08-21",12975.0,34,"Cartão Dinners 4 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
1700,"2015-09-20",5400.0,863,"Cartão Visa 5 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
1710,"2015-05-01",392.0,174,"Cartão Visa 5 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
1720,"2015-07-26",198.0,564,"Cartão Master 5 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
1730,"2015-05-01",2200.0,64,"Cartão Visa 3 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
1740,"2015-01-16",3000.0,358,"Cartão Visa 2 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
1750,"2015-12-16",2500.0,717,"Cartão Dinners 2 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1760,"2015-02-08",4400.0,643,"Pay Pall - 12 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1770,"2015-06-24",7000.0,9,"Cartão Master 3 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
1780,"2015-12-04",6300.0,440,"Cartão American - Vencimento","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
1790,"2015-12-26",4600.0,921,"Cartão Dinners 4 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
1800,"2015-10-18",312.0,504,"Cartão Master 2 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
1810,"2015-12-09",110.0,892,"Pay Pall - Vista","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
1820,"2015-05-27",1800.0,748,"Cartão Master 2 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1830,"2015-06-23",2650.0,995,"Depósito - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
1840,"2015-03-12",79.0,289,"Cartão Visa 3 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
1850,"2015-05-13",130.0,85,"Cartão American 12 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
1860,"2015-04-01",624.0,174,"Cartão Dinners 3 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
1870,"2015-11-02",1720.0,277,"Cartão Visa 10 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
1880,"2015-11-20",130.0,915,"Pay Pall - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
1890,"2015-05-12",725.0,321,"Cartão American 12 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
1900,"2015-05-12",2300.0,772,"Cartão Dinners 3 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
1910,"2015-06-26",620.0,928,"Cartão Master 10 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
1920,"2015-08-14",1200.0,463,"Cartão Visa 3 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
1930,"2015-01-10",1800.0,44,"Cartão American 10 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
1940,"2015-07-04",32.0,649,"Pag Seguro Web - Vista","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
1950,"2015-09-17",10800.0,112,"Cartão American 10 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
1960,"2015-07-22",3500.0,979,"Cartão Visa 4 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
1970,"2015-01-20",2100.0,289,"Boleto - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
1980,"2015-11-22",1357.0,767,"Cartão Master 10 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
1990,"2015-02-17",99.0,366,"Cartão Master - Vencimento","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2000,"2015-04-17",16568.0,436,"Tranferência - Vista","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
2010,"2015-02-03",89.0,291,"Cartão Dinners 3 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2020,"2015-09-15",2150.0,29,"Depósito - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
2030,"2015-06-15",9000.0,756,"Cartão Visa 2 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
2040,"2015-01-13",9750.0,633,"Cartão Visa 10 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
2050,"2015-12-04",450.0,143,"Tranferência - Vista","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
2060,"2015-12-01",3260.0,249,"Cartão Visa 2 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
2070,"2015-01-26",120.0,926,"Cartão Dinners 2 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2080,"2015-09-25",7600.0,103,"Cartão Visa 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
2090,"2015-09-19",960.0,159,"Cartão Visa 5 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
2100,"2015-07-19",520.0,22,"Cartão Master 4 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
2110,"2015-08-24",80.0,687,"Cartão Master 3 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2120,"2015-01-03",3200.0,518,"Pay Pall - 12 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
2130,"2015-10-10",45.0,979,"Cartão Dinners 4 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
2140,"2015-11-24",360.0,484,"Cartão Master 2 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2150,"2015-10-01",37.0,545,"Depósito - Vista","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
2160,"2015-07-23",1445.0,144,"Pay Pall - Vista","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2170,"2015-07-15",4200.0,395,"Tranferência - Vista","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2180,"2015-09-02",4200.0,357,"Cartão Master 2 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
2190,"2015-02-27",245.0,570,"Pag Seguro Web - Vista","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
2200,"2015-11-11",11600.0,249,"Cartão Visa 4 vezes","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2210,"2015-01-19",2300.0,258,"Cartão American 12 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2220,"2015-10-18",300.0,1,"Cartão Master 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2230,"2015-01-18",5930.0,528,"Pay Pall - 5 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
2240,"2015-12-04",500.0,459,"Cartão Dinners 3 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2250,"2015-07-08",9000.0,446,"Cartão Visa 3 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2260,"2015-11-01",2020.0,637,"Cartão American 5 vezes","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2270,"2015-08-11",99.0,307,"Pay Pall - 5 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
2280,"2015-10-08",5400.0,128,"Pay Pall - Vista","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
2290,"2015-05-06",1000.0,369,"Cartão Visa 2 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
2300,"2015-04-01",3199.0,531,"Cartão American - Vencimento","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2310,"2015-11-08",1000.0,789,"Pag Seguro Web - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2320,"2015-10-04",3100.0,494,"Boleto - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2330,"2015-10-18",3100.0,691,"Cartão Dinners 4 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
2340,"2015-02-01",488.0,1,"Cartão Visa 5 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
2350,"2015-05-24",4664.0,767,"Pay Pall - Vista","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2360,"2015-10-20",4060.0,351,"Cartão American 12 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2370,"2015-01-26",5600.0,31,"Tranferência - Vista","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
2380,"2015-06-19",2000.0,340,"Cartão Visa 3 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2390,"2015-03-17",16350.0,952,"Tranferência - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2400,"2015-08-27",2500.0,978,"Cartão Visa 4 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2410,"2015-04-12",2018.0,99,"Cartão Dinners 2 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2420,"2015-03-12",1200.0,530,"Cartão Dinners 3 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2430,"2015-12-18",3740.0,646,"Cartão Visa 4 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
2440,"2015-01-07",300.0,750,"Cartão American 5 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2450,"2015-03-07",48.0,92,"Pay Pall - 5 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2460,"2015-09-02",1100.0,612,"Cartão American 5 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
2470,"2015-12-12",20500.0,360,"Boleto - Vista","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2480,"2015-09-10",2800.0,13,"Boleto - Vista","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
2490,"2015-08-26",430.0,88,"Pay Pall - 5 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
2500,"2015-11-23",4600.0,329,"Cartão Visa 5 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
2510,"2015-09-26",120.0,868,"Cartão Dinners 3 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2520,"2015-10-25",5500.0,145,"Cartão Dinners 4 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
2530,"2015-09-06",18260.0,662,"Cartão American 12 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
2540,"2015-05-21",536.0,277,"Pay Pall - Vista","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
2550,"2015-09-11",156.0,175,"Boleto - Vista","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2560,"2015-03-19",1003.0,464,"Pag Seguro Web - Vista","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
2570,"2015-07-02",5690.0,377,"Cartão Master 10 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2580,"2015-10-24",290.0,668,"Pay Pall - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
2590,"2015-10-25",15600.0,194,"Cartão Visa 4 vezes","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
2600,"2015-02-10",900.0,748,"Cartão American 12 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
2610,"2015-08-18",140.0,369,"Pay Pall - 12 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
2620,"2015-08-27",650.0,847,"Cartão American - Vencimento","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
2630,"2015-09-16",800.0,391,"Cartão Dinners 3 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2640,"2015-10-09",180.0,759,"Cartão Master - Vencimento","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
2650,"2015-02-18",99.0,381,"Cartão Visa 4 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
2660,"2015-03-17",10610.0,310,"Cartão Visa 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
2670,"2015-01-11",9000.0,883,"Cartão Dinners 3 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
2680,"2015-09-14",3360.0,748,"Cartão Dinners 4 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2690,"2015-10-24",6300.0,700,"Cartão American - Vencimento","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
2700,"2015-10-19",45.0,700,"Cartão Master 5 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
2710,"2015-03-03",156.0,215,"Cartão American - Vencimento","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
2720,"2015-05-09",7720.0,833,"Pay Pall - 12 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2730,"2015-07-22",3740.0,125,"Cartão Master - Vencimento","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2740,"2015-10-17",89.0,716,"Cartão Visa 10 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
2750,"2015-01-07",3800.0,289,"Cartão Master 3 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
2760,"2015-03-25",70.0,659,"Pay Pall - 12 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
2770,"2015-07-20",1610.0,928,"Cartão Dinners 3 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
2780,"2015-06-09",356.0,606,"Cartão American 12 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2790,"2015-11-12",1300.0,721,"Cartão Dinners 4 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
2800,"2015-10-16",800.0,543,"Pay Pall - 12 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
2810,"2015-06-03",300.0,441,"Cartão Master 10 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
2820,"2015-07-13",8427.0,246,"Cartão Master 5 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
2830,"2015-05-24",56.0,940,"Cartão Visa 3 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
2840,"2015-12-27",1300.0,57,"Cartão Dinners 2 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
2850,"2015-02-03",1600.0,703,"Cartão Master - Vencimento","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
2860,"2015-01-15",178.0,368,"Cartão Visa - Vencimento","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
2870,"2015-08-04",7600.0,174,"Tranferência - Vista","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
2880,"2015-01-08",495.0,741,"Cartão American 10 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
2890,"2015-05-19",32.0,876,"Tranferência - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
2900,"2015-01-13",80.0,519,"Cartão Visa 4 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
2910,"2015-03-16",160.0,295,"Cartão Master 10 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
2920,"2015-06-18",260.0,912,"Cartão Master 3 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2930,"2015-02-01",2800.0,677,"Cartão Dinners 3 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
2940,"2015-05-03",253.0,320,"Pay Pall - 12 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
2950,"2015-05-05",11997.0,181,"Cartão Master 2 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2960,"2015-05-27",300.0,686,"Cartão American 12 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
2970,"2015-07-27",1800.0,256,"Cartão Master - Vencimento","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
2980,"2015-11-02",17094.0,366,"Cartão American 5 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
2990,"2015-10-07",100.0,586,"Pay Pall - Vista","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
3000,"2015-03-25",230.0,307,"Pay Pall - 12 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
3010,"2015-01-19",3000.0,897,"Cartão Dinners 3 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
3020,"2015-10-20",140.0,103,"Pay Pall - 5 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
3030,"2015-07-27",360.0,843,"Cartão Dinners 3 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
3040,"2015-08-15",920.0,711,"Cartão American - Vencimento","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
3050,"2015-05-25",6000.0,171,"Cartão Master - Vencimento","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
3060,"2015-05-08",1754.0,507,"Cartão Visa 10 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
3070,"2015-08-06",299.0,796,"Pag Seguro Web - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
3080,"2015-03-07",3000.0,922,"Cartão Master 4 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
3090,"2015-05-25",435.0,121,"Boleto - Vista","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
3100,"2015-07-07",800.0,386,"Cartão American 5 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
3110,"2015-07-25",3916.0,512,"Cartão American 12 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
3120,"2015-03-09",1300.0,295,"Cartão Visa 3 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
3130,"2015-01-17",13200.0,331,"Cartão Visa - Vencimento","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
3140,"2015-10-19",2300.0,664,"Cartão Master 3 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
